customer_id,first_name,last_name,email,phone,date_of_birth,driving_license,license_issue_date,license_expiry_date,address,city,registration_date,loyalty_level,created_at,updated_at
6023,Mikhail,Novikov,customer6023@example.com,375299918748,1979-01-13,AB6426679,2017-01-06,2030-05-09,"Street 93, Apt 94",Grodno,2020-10-17,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6024,Andrey,Novikov,customer6024@example.com,375292964337,1985-06-10,AB1826961,2020-06-22,2025-01-23,"Street 80, Apt 133",Molodechno,2020-07-17,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6025,Ivan,Popov,customer6025@example.com,375293323058,1999-10-08,AB6577801,2014-02-01,2028-04-15,"Street 20, Apt 14",Rechitsa,2024-03-06,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6026,Maria,Kuznetsov,customer6026@example.com,375297533525,1970-11-27,AB5656001,2020-05-17,2025-07-07,"Street 84, Apt 68",Orsha,2023-09-02,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6027,Sergey,Kuznetsov,customer6027@example.com,375291420411,1981-01-06,AB7896904,2020-08-24,2026-11-14,"Street 6, Apt 28",Rechitsa,2024-01-27,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6028,Elena,Petrov,customer6028@example.com,375295880759,1970-10-01,AB9287292,2010-08-21,2029-03-10,"Street 96, Apt 142",Mogilev,2022-10-10,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6029,Alexander,Petrov,customer6029@example.com,375292981749,1975-12-09,AB7935205,2014-11-28,2029-05-21,"Street 70, Apt 149",Svetlogorsk,2020-10-14,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6030,Olga,Volkov,customer6030@example.com,375296408258,1966-06-20,AB1901309,2010-01-21,2030-09-01,"Street 63, Apt 63",Lida,2020-02-11,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6031,Andrey,Novikov,customer6031@example.com,375295765407,1958-10-26,AB2105164,2014-09-19,2028-09-08,"Street 76, Apt 7",Minsk,2024-01-15,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6032,Maria,Ivanov,customer6032@example.com,375293120508,1988-01-06,AB9639775,2010-11-04,2026-04-28,"Street 18, Apt 123",Rechitsa,2020-10-04,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6033,Olga,Petrov,customer6033@example.com,375296003832,1982-09-07,AB8772831,2017-04-26,2027-07-23,"Street 64, Apt 19",Orsha,2024-11-11,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6034,Anna,Novikov,customer6034@example.com,375294071894,1955-12-24,AB1015459,2016-10-02,2029-09-10,"Street 4, Apt 51",Polotsk,2023-06-07,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6035,Olga,Volkov,customer6035@example.com,375297328124,1959-04-22,AB6293818,2014-07-15,2029-06-26,"Street 29, Apt 198",Polotsk,2021-08-16,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6036,Tatiana,Morozov,customer6036@example.com,375296585247,1980-05-02,AB6496406,2017-10-07,2028-07-27,"Street 1, Apt 38",Polotsk,2024-06-12,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6037,Olga,Semenov,customer6037@example.com,375299575589,1951-01-05,AB5284416,2022-07-03,2027-02-05,"Street 17, Apt 87",Polotsk,2020-05-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6038,Olga,Popov,customer6038@example.com,375292904804,1957-01-12,AB7114006,2019-07-26,2028-12-26,"Street 18, Apt 180",Rechitsa,2023-09-09,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6039,Elena,Popov,customer6039@example.com,375297523362,1979-11-25,AB9908278,2018-07-24,2026-03-24,"Street 14, Apt 100",Brest,2021-10-05,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6040,Mikhail,Pavlov,customer6040@example.com,375299228897,1999-03-25,AB5236090,2023-05-09,2030-04-17,"Street 7, Apt 114",Zhlobin,2022-05-06,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6041,Andrey,Morozov,customer6041@example.com,375296580222,2002-01-10,AB8562684,2019-05-27,2030-12-25,"Street 60, Apt 172",Slutsk,2022-05-21,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6042,Mikhail,Ivanov,customer6042@example.com,375299136769,1989-11-11,AB9729926,2015-04-05,2028-07-05,"Street 45, Apt 200",Brest,2024-08-23,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6043,Anna,Morozov,customer6043@example.com,375295856725,1966-05-06,AB5321832,2019-09-16,2029-07-08,"Street 43, Apt 125",Rechitsa,2022-07-03,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6044,Sergey,Novikov,customer6044@example.com,375295361882,1970-02-23,AB4170373,2022-01-24,2026-10-22,"Street 79, Apt 200",Novopolotsk,2020-04-01,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6045,Tatiana,Semenov,customer6045@example.com,375299006562,1958-01-20,AB7120386,2016-03-12,2025-06-16,"Street 47, Apt 163",Grodno,2020-05-19,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6046,Andrey,Sidorov,customer6046@example.com,375292054434,1953-07-22,AB8145369,2014-07-15,2028-04-15,"Street 51, Apt 9",Zhlobin,2023-01-14,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6047,Dmitry,Ivanov,customer6047@example.com,375293233293,1959-12-28,AB4078252,2020-06-26,2029-09-12,"Street 17, Apt 161",Borisov,2024-05-04,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6048,Tatiana,Kuznetsov,customer6048@example.com,375298523666,1986-09-21,AB6155599,2017-11-09,2025-02-18,"Street 8, Apt 124",Slutsk,2024-02-08,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6049,Tatiana,Semenov,customer6049@example.com,375292154550,2000-01-08,AB6479225,2016-11-03,2027-10-28,"Street 95, Apt 161",Pinsk,2024-03-07,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6050,Alexander,Petrov,customer6050@example.com,375298138673,1979-08-26,AB5358405,2017-08-07,2025-04-21,"Street 28, Apt 69",Vitebsk,2020-08-26,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6051,Dmitry,Kozlov,customer6051@example.com,375293253812,1986-12-24,AB5189722,2015-12-12,2029-08-08,"Street 20, Apt 199",Rechitsa,2023-09-28,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6052,Alexander,Kozlov,customer6052@example.com,375299367523,1970-01-06,AB5496220,2018-04-20,2029-02-05,"Street 5, Apt 103",Mogilev,2022-06-20,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6053,Elena,Smirnov,customer6053@example.com,375298603325,1996-08-28,AB6955349,2012-12-05,2026-06-13,"Street 46, Apt 89",Mogilev,2022-02-19,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6054,Maria,Pavlov,customer6054@example.com,375296535749,1999-12-09,AB2588547,2023-01-14,2028-06-17,"Street 46, Apt 133",Rechitsa,2021-05-13,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6055,Mikhail,Semenov,customer6055@example.com,375299929702,1953-05-04,AB2203059,2011-02-25,2028-09-18,"Street 1, Apt 47",Rechitsa,2020-03-11,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6056,Andrey,Sidorov,customer6056@example.com,375297036312,1953-05-21,AB5107390,2014-05-05,2028-11-05,"Street 3, Apt 70",Svetlogorsk,2020-12-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6057,Elena,Morozov,customer6057@example.com,375291550141,1982-01-09,AB6080832,2021-08-19,2027-04-10,"Street 30, Apt 61",Gomel,2023-07-14,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6058,Ivan,Kuznetsov,customer6058@example.com,375296687487,1999-03-25,AB4875833,2016-12-24,2029-03-07,"Street 69, Apt 42",Brest,2020-06-01,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6059,Mikhail,Novikov,customer6059@example.com,375292030754,1959-09-25,AB5398786,2016-12-25,2029-04-01,"Street 43, Apt 60",Svetlogorsk,2024-10-10,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6060,Olga,Novikov,customer6060@example.com,375298087511,1977-09-04,AB9970389,2016-05-23,2029-07-26,"Street 36, Apt 170",Slutsk,2023-06-19,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6061,Mikhail,Sidorov,customer6061@example.com,375295166877,1983-06-16,AB2673387,2023-03-04,2030-03-06,"Street 86, Apt 125",Minsk,2020-02-19,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6062,Natalia,Pavlov,customer6062@example.com,375294778892,1998-06-15,AB4991522,2017-11-23,2030-04-20,"Street 30, Apt 48",Lida,2020-02-27,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6063,Dmitry,Kozlov,customer6063@example.com,375292589496,1986-07-24,AB8913125,2023-11-24,2025-04-04,"Street 2, Apt 84",Baranovichi,2023-02-25,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6064,Olga,Novikov,customer6064@example.com,375293473767,1951-06-28,AB5156543,2020-04-15,2030-08-11,"Street 29, Apt 20",Grodno,2024-05-27,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6065,Tatiana,Morozov,customer6065@example.com,375295242179,1965-04-03,AB7125522,2021-11-05,2025-07-14,"Street 33, Apt 176",Pinsk,2022-06-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6066,Natalia,Kozlov,customer6066@example.com,375295314398,1961-02-16,AB9670086,2017-09-24,2026-01-02,"Street 45, Apt 121",Lida,2021-06-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6067,Natalia,Novikov,customer6067@example.com,375294210914,1974-05-20,AB3255970,2018-12-20,2028-07-25,"Street 100, Apt 143",Mogilev,2020-07-21,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6068,Ivan,Ivanov,customer6068@example.com,375299067165,2001-11-06,AB2624328,2018-03-25,2028-12-12,"Street 32, Apt 186",Molodechno,2021-09-06,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6069,Elena,Petrov,customer6069@example.com,375291473119,1984-09-14,AB5806805,2012-10-09,2030-04-06,"Street 11, Apt 68",Zhlobin,2022-10-08,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6070,Andrey,Morozov,customer6070@example.com,375296136010,1957-01-20,AB9316732,2021-06-17,2028-12-25,"Street 63, Apt 171",Slutsk,2024-09-16,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6071,Ivan,Novikov,customer6071@example.com,375298497504,1953-10-19,AB4428950,2015-05-23,2026-08-14,"Street 17, Apt 155",Baranovichi,2020-08-21,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6072,Ivan,Kozlov,customer6072@example.com,375298499358,1958-04-22,AB1584140,2020-10-24,2028-07-19,"Street 38, Apt 28",Slutsk,2021-01-08,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6073,Mikhail,Morozov,customer6073@example.com,375293078695,1971-08-07,AB2768245,2014-04-01,2027-10-13,"Street 15, Apt 99",Minsk,2022-01-12,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6074,Sergey,Popov,customer6074@example.com,375292552896,1998-09-27,AB4408334,2018-12-13,2025-05-22,"Street 98, Apt 5",Minsk,2024-02-19,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6075,Dmitry,Pavlov,customer6075@example.com,375293383847,1984-04-05,AB1254335,2010-07-11,2027-07-10,"Street 22, Apt 71",Molodechno,2024-02-20,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6076,Dmitry,Smirnov,customer6076@example.com,375297686414,1956-03-10,AB3797090,2020-03-21,2030-03-14,"Street 13, Apt 103",Zhlobin,2021-04-13,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6077,Ivan,Popov,customer6077@example.com,375294263993,1983-10-09,AB5270293,2015-03-10,2029-11-01,"Street 82, Apt 83",Orsha,2020-04-06,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6078,Maria,Petrov,customer6078@example.com,375296983215,1965-06-28,AB8784705,2019-06-08,2029-12-10,"Street 94, Apt 87",Lida,2024-03-18,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6079,Tatiana,Popov,customer6079@example.com,375292734992,1999-06-10,AB8917825,2022-04-13,2027-04-03,"Street 74, Apt 61",Baranovichi,2023-07-11,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6080,Natalia,Ivanov,customer6080@example.com,375295017924,1970-05-13,AB2471428,2012-09-01,2027-11-10,"Street 31, Apt 148",Vitebsk,2021-03-06,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6081,Natalia,Popov,customer6081@example.com,375298106945,1998-12-26,AB1522514,2010-02-02,2025-05-22,"Street 44, Apt 79",Svetlogorsk,2024-04-14,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6082,Sergey,Kozlov,customer6082@example.com,375295366464,1982-03-22,AB7762832,2012-04-05,2029-11-18,"Street 53, Apt 180",Vitebsk,2024-12-17,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6083,Elena,Semenov,customer6083@example.com,375297612466,1962-06-25,AB2230556,2012-05-15,2025-05-24,"Street 25, Apt 25",Grodno,2022-01-05,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6084,Andrey,Ivanov,customer6084@example.com,375292624309,1995-05-26,AB3563055,2011-05-03,2028-02-01,"Street 91, Apt 21",Mogilev,2022-05-02,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6085,Dmitry,Kuznetsov,customer6085@example.com,375292023256,1976-05-06,AB1181442,2014-12-18,2029-12-14,"Street 25, Apt 54",Brest,2020-11-02,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6086,Anna,Novikov,customer6086@example.com,375294654393,1987-08-28,AB1934890,2010-08-07,2027-10-11,"Street 25, Apt 138",Vitebsk,2020-02-08,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6087,Alexander,Petrov,customer6087@example.com,375296891316,1952-12-28,AB7754822,2014-08-27,2027-07-24,"Street 87, Apt 102",Vitebsk,2021-10-14,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6088,Alexander,Ivanov,customer6088@example.com,375299057717,1975-11-25,AB5411183,2017-04-10,2025-11-08,"Street 55, Apt 26",Rechitsa,2022-01-13,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6089,Andrey,Semenov,customer6089@example.com,375299942547,1991-12-11,AB5556630,2016-01-27,2025-09-04,"Street 9, Apt 130",Orsha,2023-06-01,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6090,Dmitry,Ivanov,customer6090@example.com,375298575016,1981-12-06,AB7813041,2022-12-03,2027-07-27,"Street 70, Apt 69",Borisov,2021-02-21,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6091,Maria,Volkov,customer6091@example.com,375299794006,1995-05-25,AB7773205,2013-09-18,2026-05-18,"Street 54, Apt 168",Baranovichi,2020-02-17,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6092,Andrey,Popov,customer6092@example.com,375291031090,1994-03-12,AB3587210,2018-05-08,2025-03-25,"Street 73, Apt 96",Pinsk,2021-02-08,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6093,Sergey,Popov,customer6093@example.com,375294002969,1999-10-28,AB6211231,2017-03-21,2026-10-01,"Street 2, Apt 193",Bobruisk,2023-03-17,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6094,Mikhail,Sidorov,customer6094@example.com,375295826243,2000-05-06,AB4460297,2013-11-25,2025-11-03,"Street 27, Apt 48",Zhlobin,2023-04-09,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6095,Alexander,Kozlov,customer6095@example.com,375298291870,1996-10-15,AB9004140,2010-10-20,2030-09-21,"Street 35, Apt 94",Brest,2021-01-11,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6096,Olga,Novikov,customer6096@example.com,375299923382,1967-11-24,AB7160189,2015-05-06,2030-08-24,"Street 29, Apt 1",Lida,2024-02-14,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6097,Tatiana,Pavlov,customer6097@example.com,375291149853,1982-02-21,AB9733363,2022-04-06,2029-02-12,"Street 74, Apt 84",Zhlobin,2021-07-15,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6098,Natalia,Novikov,customer6098@example.com,375299054273,1999-10-18,AB8796116,2016-01-11,2029-02-23,"Street 18, Apt 166",Zhlobin,2024-08-28,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6099,Elena,Novikov,customer6099@example.com,375293422498,1966-07-07,AB6820829,2018-11-12,2030-10-07,"Street 19, Apt 19",Gomel,2024-09-11,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6100,Anna,Popov,customer6100@example.com,375299063562,1974-09-01,AB2938776,2017-09-05,2029-11-06,"Street 55, Apt 130",Polotsk,2024-09-12,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6101,Mikhail,Popov,customer6101@example.com,375292695348,1987-07-11,AB8358640,2020-09-03,2028-11-20,"Street 15, Apt 197",Zhlobin,2021-04-04,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6102,Tatiana,Ivanov,customer6102@example.com,375295441615,1957-06-08,AB6867931,2014-09-04,2026-08-02,"Street 24, Apt 110",Rechitsa,2024-12-21,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6103,Ivan,Ivanov,customer6103@example.com,375296701117,1985-03-02,AB5061327,2023-06-15,2027-05-03,"Street 68, Apt 27",Orsha,2023-10-22,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6104,Natalia,Pavlov,customer6104@example.com,375291762520,1980-12-03,AB6038616,2011-06-25,2029-01-27,"Street 92, Apt 66",Slutsk,2022-08-05,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6105,Alexander,Novikov,customer6105@example.com,375298498179,2001-03-17,AB9966027,2014-04-27,2027-10-15,"Street 80, Apt 197",Gomel,2021-06-13,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6106,Alexander,Petrov,customer6106@example.com,375298040983,1988-10-17,AB8085817,2010-08-26,2028-11-17,"Street 91, Apt 77",Minsk,2021-02-22,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6107,Mikhail,Semenov,customer6107@example.com,375296607424,1997-04-06,AB7075036,2021-01-17,2030-06-17,"Street 4, Apt 68",Grodno,2023-08-05,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6108,Olga,Volkov,customer6108@example.com,375297507590,1985-03-24,AB6010594,2022-10-27,2027-08-09,"Street 49, Apt 160",Brest,2022-10-15,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6109,Olga,Sidorov,customer6109@example.com,375295196357,1976-11-11,AB9875639,2014-01-07,2027-03-14,"Street 18, Apt 19",Brest,2020-05-01,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6110,Elena,Kuznetsov,customer6110@example.com,375295473954,1965-08-04,AB1788778,2010-04-03,2027-04-20,"Street 12, Apt 39",Gomel,2022-01-24,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6111,Anna,Smirnov,customer6111@example.com,375298529767,1975-04-03,AB6650536,2018-07-26,2029-01-10,"Street 47, Apt 22",Borisov,2021-10-07,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6112,Alexander,Smirnov,customer6112@example.com,375298627567,1956-09-22,AB5073452,2014-09-22,2026-01-17,"Street 49, Apt 191",Borisov,2023-01-04,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6113,Anna,Kozlov,customer6113@example.com,375299165963,1951-08-20,AB5494942,2011-05-25,2026-09-06,"Street 34, Apt 137",Polotsk,2021-02-10,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6114,Natalia,Volkov,customer6114@example.com,375299933897,1961-11-22,AB1990615,2014-01-03,2029-01-22,"Street 63, Apt 157",Pinsk,2024-09-01,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6115,Natalia,Volkov,customer6115@example.com,375296880300,1989-06-08,AB5242369,2022-08-19,2027-12-16,"Street 50, Apt 84",Mogilev,2021-10-14,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6116,Alexander,Smirnov,customer6116@example.com,375292581645,1964-03-03,AB1487874,2017-11-01,2030-04-06,"Street 37, Apt 118",Grodno,2023-12-04,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6117,Natalia,Sidorov,customer6117@example.com,375296045404,1975-04-27,AB6205436,2018-05-03,2029-05-19,"Street 65, Apt 112",Borisov,2022-01-05,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6118,Ivan,Petrov,customer6118@example.com,375295389099,1977-09-20,AB8659479,2017-04-12,2026-11-14,"Street 97, Apt 179",Rechitsa,2023-11-13,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6119,Tatiana,Morozov,customer6119@example.com,375297967793,1954-08-21,AB1665670,2012-08-28,2028-06-24,"Street 74, Apt 20",Mogilev,2020-08-23,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6120,Andrey,Novikov,customer6120@example.com,375294592545,1970-02-25,AB7975674,2017-01-04,2025-04-22,"Street 64, Apt 120",Molodechno,2023-06-17,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6121,Natalia,Morozov,customer6121@example.com,375296369451,1987-12-09,AB7722562,2017-12-27,2026-09-27,"Street 83, Apt 185",Molodechno,2021-12-06,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6122,Olga,Kozlov,customer6122@example.com,375298111825,1975-05-25,AB7043146,2023-09-28,2025-08-03,"Street 77, Apt 194",Gomel,2023-05-11,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6123,Tatiana,Ivanov,customer6123@example.com,375291664424,1959-05-13,AB3568414,2019-06-22,2030-07-13,"Street 65, Apt 7",Lida,2020-02-27,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6124,Maria,Sidorov,customer6124@example.com,375296327231,1992-10-24,AB5849904,2018-08-26,2028-12-13,"Street 16, Apt 43",Slutsk,2024-06-08,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6125,Andrey,Semenov,customer6125@example.com,375291060025,1994-01-02,AB4026321,2013-08-27,2028-08-07,"Street 56, Apt 8",Lida,2020-08-03,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6126,Anna,Kuznetsov,customer6126@example.com,375295642335,1971-10-24,AB3984414,2013-07-09,2029-10-16,"Street 93, Apt 151",Polotsk,2022-02-05,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6127,Anna,Petrov,customer6127@example.com,375293763393,1997-06-12,AB6310272,2021-07-20,2026-04-03,"Street 67, Apt 59",Vitebsk,2022-03-28,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6128,Anna,Ivanov,customer6128@example.com,375294215237,1973-02-24,AB4636259,2017-04-08,2029-02-17,"Street 33, Apt 167",Rechitsa,2023-01-14,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6129,Natalia,Popov,customer6129@example.com,375291291321,1967-09-12,AB6158670,2018-08-10,2026-10-02,"Street 4, Apt 189",Brest,2020-09-27,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6130,Andrey,Ivanov,customer6130@example.com,375297997633,1967-07-13,AB5641270,2012-05-19,2027-02-18,"Street 22, Apt 122",Molodechno,2022-12-07,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6131,Maria,Semenov,customer6131@example.com,375292864125,1969-11-03,AB8510853,2014-08-21,2025-06-15,"Street 36, Apt 151",Novopolotsk,2023-12-09,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6132,Dmitry,Smirnov,customer6132@example.com,375298283642,1975-02-24,AB2267674,2017-07-03,2027-08-01,"Street 22, Apt 115",Pinsk,2020-05-19,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6133,Alexander,Petrov,customer6133@example.com,375292744091,1978-03-09,AB8550052,2020-12-26,2030-09-20,"Street 16, Apt 66",Slutsk,2022-04-24,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6134,Anna,Petrov,customer6134@example.com,375293886107,1966-01-01,AB2532616,2021-03-02,2026-10-17,"Street 75, Apt 163",Lida,2022-12-10,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6135,Maria,Sidorov,customer6135@example.com,375297797456,1980-12-08,AB2184288,2020-03-19,2026-05-02,"Street 33, Apt 117",Brest,2020-02-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6136,Mikhail,Pavlov,customer6136@example.com,375298122581,2001-01-05,AB7948486,2022-08-28,2025-05-02,"Street 52, Apt 39",Minsk,2024-07-21,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6137,Alexander,Kozlov,customer6137@example.com,375297388272,1966-09-20,AB8554532,2011-05-08,2029-07-14,"Street 99, Apt 162",Gomel,2020-10-27,Platinum,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6138,Maria,Novikov,customer6138@example.com,375291004335,1993-01-01,AB2111520,2022-04-07,2025-04-10,"Street 100, Apt 158",Minsk,2021-06-16,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6139,Alexander,Ivanov,customer6139@example.com,375292343939,1987-11-07,AB1863886,2011-11-12,2027-01-11,"Street 51, Apt 44",Slutsk,2024-11-11,Gold,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6140,Alexander,Morozov,customer6140@example.com,375299201983,1970-04-20,AB6853412,2014-08-14,2029-11-01,"Street 74, Apt 69",Mogilev,2022-09-13,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6141,Alexander,Morozov,customer6141@example.com,375297178732,1986-01-08,AB6727171,2017-12-19,2025-07-06,"Street 85, Apt 41",Pinsk,2024-02-08,Silver,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
6142,Olga,Pavlov,customer6142@example.com,375295359467,1961-12-17,AB9066654,2012-08-14,2027-02-23,"Street 16, Apt 190",Orsha,2020-03-27,Bronze,2026-02-07 13:31:35.611710,2026-02-07 13:31:35.611710
